ts,leg,net_bp,year
1711180800000,bottom,-38.90444541260794,2024
1711929600000,top,206.8201892744488,2024
1712044800015,bottom,-87.87912708230803,2024
1712102400000,bottom,52.824355257133476,2024
1712131200000,bottom,-30.594349759926352,2024
1712160000000,bottom,243.06554875736697,2024
1712188800000,bottom,352.1326190465375,2024
1712217600000,bottom,127.49836581271114,2024
1712246400000,bottom,70.507042253521,2024
1712275200000,bottom,-91.62140408755447,2024
1712304000000,bottom,134.0027465966094,2024
1712332800000,bottom,-21.566093344477665,2024
1712361600000,bottom,144.22579599247933,2024
1712390400000,bottom,189.93183640147862,2024
1712419200000,bottom,205.49480097553266,2024
1712448000000,bottom,48.269680526940704,2024
1712476800000,bottom,194.44775615937118,2024
1712505600000,bottom,304.6097135111554,2024
1712534400001,bottom,330.09160393412463,2024
1712563200000,bottom,-81.99320491584493,2024
1712764800000,bottom,180.8651845428895,2024
1712966400000,bottom,-482.1848596980398,2024
1712995200000,bottom,-463.72325065202546,2024
1713024000001,bottom,-529.3413554976627,2024
1713052800000,bottom,224.5549741166759,2024
1713081600000,bottom,273.68556728240526,2024
1713110400000,bottom,44.83552993245944,2024
1713139200000,bottom,-346.6517616769409,2024
1713168000001,bottom,-436.0070233896689,2024
1713196800000,bottom,-445.19210660358175,2024
1713225600001,bottom,39.823064770932575,2024
1713254400000,bottom,-14.535777318338981,2024
1713283200000,bottom,-252.73241259691702,2024
1713312000000,bottom,-411.1573610427404,2024
1713340800000,bottom,-364.3698637476804,2024
1713369600000,bottom,503.96698497101886,2024
1713398400000,bottom,330.96551161177,2024
1713427200000,bottom,522.1041930347432,2024
1713456000000,bottom,142.173666377748,2024
1713484800001,bottom,39.08318101317377,2024
1713513600000,bottom,-98.9567233768167,2024
1713542400000,bottom,50.19327809328746,2024
1713600000000,bottom,168.5313325131206,2024
1713628800000,bottom,14.846880266175656,2024
1713657600000,bottom,-3.3435898068583256,2024
1713686400000,bottom,126.52417528598536,2024
1713744000000,bottom,270.18167785348555,2024
1713772800000,bottom,-5.6578349735041265,2024
1713801600000,bottom,57.4886650446811,2024
1713830400000,bottom,-61.740025824851706,2024
1713859200000,bottom,57.46195981853066,2024
1713888000001,bottom,-271.9209532883864,2024
1713916800000,bottom,-351.6796957195127,2024
1713945600000,bottom,-398.24392625136085,2024
1714032000000,bottom,16.19401961595891,2024
1714060800010,bottom,-128.93304009494997,2024
1714089600001,bottom,-134.67257992272374,2024
1714118400000,bottom,-205.33316514204358,2024
1714147200000,bottom,-91.11316550095937,2024
1714233600000,bottom,75.29067752597052,2024
1714262400000,bottom,-89.80640839953912,2024
1714291200000,bottom,-252.4107410773939,2024
1714320000000,bottom,-101.77632778224631,2024
1714348800000,bottom,118.1420801300932,2024
1714665600002,bottom,421.703372184213,2024
1714694400000,bottom,623.3435014677952,2024
1714723200000,bottom,626.2129817444213,2024
1714780800000,bottom,170.29341715952896,2024
1714896000000,bottom,114.13470152650552,2024
1714953600000,bottom,-153.80661386819082,2024
1714982400000,bottom,-158.3966118399631,2024
1715068800000,bottom,-230.7808197638954,2024
1715241600000,bottom,276.6370585499962,2024
1715299200000,bottom,-375.5970775421673,2024
1715472000000,bottom,104.15072155687112,2024
1715500800000,bottom,263.7517418064801,2024
1715760000000,bottom,615.6121158312595,2024
1715788800000,bottom,147.13189246959703,2024
1715817600004,bottom,-171.2821215064346,2024
1715932800000,bottom,55.713295407451966,2024
1715961600000,bottom,-74.13628113190617,2024
1715990400000,bottom,-4.759831882765063,2024
1716048000000,bottom,-8.536729641458894,2024
1720195200000,bottom,101.79360421954732,2024
1720512000001,bottom,307.10147919418574,2024
1721059200000,bottom,284.64749023716496,2024
1721088000000,bottom,27.160913979407795,2024
1721174400000,bottom,-143.14924665505035,2024
1721260800000,bottom,-36.86174104789707,2024
1721289600000,bottom,-161.16801346384645,2024
1721433600001,bottom,46.05673023469882,2024
1721520000000,bottom,143.3955350241918,2024
1721577600000,bottom,-21.42116133723769,2024
1722931200000,bottom,167.61838662452467,2024
1722988800000,bottom,-189.9419343442725,2024
1723017600001,bottom,26.715338805390466,2024
1723132800000,bottom,74.92267857022462,2024
1723190400000,bottom,-31.936807248311037,2024
1723248000000,bottom,8.184589609777206,2024
1723276800000,bottom,63.256990153229395,2024
1723305600000,bottom,-86.26510535700447,2024
1723363200000,bottom,-427.5158481206114,2024
1723392000001,bottom,-0.7449756630422009,2024
1723420800000,bottom,87.54316308401023,2024
1723478400000,bottom,-116.12353701999022,2024
1723536000000,bottom,265.5266612046321,2024
1723564800000,bottom,-39.78169146732034,2024
1723593600000,bottom,-311.33716326372115,2024
1723622400000,bottom,-476.73532814472,2024
1723651200000,bottom,51.01707203979245,2024
1723680000000,bottom,-230.39206953963708,2024
1723737600000,bottom,-290.2463333283072,2024
1723766400000,bottom,224.21331314871406,2024
1723795200000,bottom,118.8355706420381,2024
1723824000000,bottom,215.46345967979508,2024
1723910400000,bottom,61.148208030180186,2024
1723968000000,bottom,-184.31446160361673,2024
1723996800000,bottom,-239.75231268659456,2024
1724025600000,bottom,156.851931179834,2024
1724054400000,bottom,401.29673456058623,2024
1724083200002,bottom,18.81989569426935,2024
1724112000000,bottom,-77.56345909112271,2024
1724198400001,bottom,335.0287358754074,2024
1724227200000,bottom,190.00681027165746,2024
1724284800000,bottom,-145.55075841203677,2024
1724342400008,bottom,161.56472934737278,2024
1724371200000,bottom,601.97763455971,2024
1724428800000,bottom,397.7862520857929,2024
1724544000000,bottom,6.548137561744451,2024
1724572800000,bottom,-54.68651642265664,2024
1724803200000,bottom,-74.79180995482659,2024
1725177600001,bottom,-169.53301784336892,2024
1725235200001,bottom,291.60529429627616,2024
1725696000000,bottom,10.932049569263981,2024
1725724800000,bottom,-211.25129957986144,2024
1725782400000,bottom,90.07552552442078,2024
1725811200000,bottom,299.23923304164447,2024
1725840000000,bottom,387.12207595001337,2024
1725868800000,bottom,383.60592333860865,2024
1725897600001,bottom,213.8204317586474,2024
1725926400000,bottom,98.3197242981555,2024
1726012800000,bottom,-66.29987575742778,2024
1726070400000,bottom,134.7659310135503,2024
1726272000000,bottom,-99.08893331283018,2024
1731225600000,top,-289.57131100842014,2024
1731254400000,top,-562.1232484571397,2024
1731283200001,top,-1040.965316804853,2024
1731369600002,top,69.58088432658283,2024
1731398400000,top,192.77819715434586,2024
1731427200000,top,-702.271476855118,2024
1731484800010,top,-425.72736668186883,2024
1731513600000,top,471.4405580679011,2024
1731686400000,top,-251.4889758259635,2024
1731772800000,top,7.249712841717727,2024
1731801600000,top,77.32661781651952,2024
1731859200001,top,-264.4386576302098,2024
1731916800000,top,2.1642681505136387,2024
1731945600000,top,-17.059985446145497,2024
1731974400000,top,-215.3413180532231,2024
1732003200000,top,-135.095760176535,2024
1732032000000,top,-256.72421859123705,2024
1732435200000,top,37.175534825455,2024
1732464000000,top,-24.552659019811284,2024
1732492800000,top,490.343850956015,2024
1732550400000,top,303.63144627358855,2024
1732579200000,top,88.01164864922951,2024
1732608000000,top,1.3830890565642697,2024
1732636800000,top,-301.24533871819835,2024
1732665600000,top,-422.9407406683621,2024
1732694400000,top,-204.93948294301555,2024
1732780800000,top,-52.036447051965624,2024
1732809600000,top,-336.64844981608087,2024
1732838400000,top,-196.10587332174066,2024
1732896000000,top,141.9458358786392,2024
1732953600000,top,19.210137766307433,2024
1733011200000,top,-103.46525145574257,2024
1733040000000,top,43.18205111468255,2024
1733097600001,top,144.64338225471397,2024
1733126400001,top,24.441058259722773,2024
1733212800000,top,-133.86134754036203,2024
1733270400000,top,-292.53183763954627,2024
1733299200000,top,-614.7276471810652,2024
1733328000000,top,-615.7295809301215,2024
1733356800001,top,169.87097101186245,2024
1733385600000,top,398.1205737464295,2024
1733414400000,top,198.01879839597092,2024
1733529600000,top,-20.658122909950492,2024
1733702400000,top,374.874629812439,2024
1734768000000,bottom,-291.1115121609324,2024
1735516800000,bottom,-110.07057775822491,2024
1735920000000,bottom,-5.075892820551196,2025
1736006400000,bottom,12.830344392705374,2025
1736265600008,bottom,-304.4324824273108,2025
1736438400000,bottom,-78.53454986620754,2025
